"organized_path","source_path","bytes","role","status","warning","storage"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-04-26하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-04-26하수수위60분현황.xlsx","19995","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-04-27하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-04-27하수수위60분현황.xlsx","20066","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-04-28하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-04-28하수수위60분현황.xlsx","19957","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-04-29하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-04-29하수수위60분현황.xlsx","19999","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-04-30하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-04-30하수수위60분현황.xlsx","19978","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-01하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-01하수수위60분현황.xlsx","19994","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-02하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-02하수수위60분현황.xlsx","20029","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-03하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-03하수수위60분현황.xlsx","19997","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-04하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-04하수수위60분현황.xlsx","19991","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-05하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-05하수수위60분현황.xlsx","20304","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-06하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-06하수수위60분현황.xlsx","20182","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-07하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-07하수수위60분현황.xlsx","20123","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-08하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-08하수수위60분현황.xlsx","20097","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-09하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-09하수수위60분현황.xlsx","20087","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-10하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-10하수수위60분현황.xlsx","20083","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-11하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-11하수수위60분현황.xlsx","20255","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-12하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-12하수수위60분현황.xlsx","19978","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-13하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-13하수수위60분현황.xlsx","20053","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-14하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-14하수수위60분현황.xlsx","19949","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-15하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-15하수수위60분현황.xlsx","20179","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-16하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-16하수수위60분현황.xlsx","20036","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-17하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-17하수수위60분현황.xlsx","20007","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-18하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-18하수수위60분현황.xlsx","19937","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-19하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-19하수수위60분현황.xlsx","19898","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-20하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-20하수수위60분현황.xlsx","19971","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-21하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-21하수수위60분현황.xlsx","19949","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-22하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-22하수수위60분현황.xlsx","19991","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-23하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-23하수수위60분현황.xlsx","19984","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-24하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-24하수수위60분현황.xlsx","19930","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-25하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-25하수수위60분현황.xlsx","19933","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-26하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-26하수수위60분현황.xlsx","20087","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-27하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-27하수수위60분현황.xlsx","19957","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-28하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-28하수수위60분현황.xlsx","19943","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-29하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-29하수수위60분현황.xlsx","19975","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-30하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-30하수수위60분현황.xlsx","19962","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-05-31하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-05-31하수수위60분현황.xlsx","19944","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-01하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-01하수수위60분현황.xlsx","19951","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-02하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-02하수수위60분현황.xlsx","19951","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-03하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-03하수수위60분현황.xlsx","19970","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-04하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-04하수수위60분현황.xlsx","19951","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-05하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-05하수수위60분현황.xlsx","20012","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-06하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-06하수수위60분현황.xlsx","20001","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-07하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-07하수수위60분현황.xlsx","20014","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-08하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-08하수수위60분현황.xlsx","20248","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-09하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-09하수수위60분현황.xlsx","19967","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-10하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-10하수수위60분현황.xlsx","20030","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-11하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-11하수수위60분현황.xlsx","19975","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-12하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-12하수수위60분현황.xlsx","20042","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-13하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-13하수수위60분현황.xlsx","20047","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-14하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-14하수수위60분현황.xlsx","19996","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-15하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-15하수수위60분현황.xlsx","20111","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-16하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-16하수수위60분현황.xlsx","19942","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-17하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-17하수수위60분현황.xlsx","19985","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-18하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-18하수수위60분현황.xlsx","19970","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-19하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-19하수수위60분현황.xlsx","19975","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-20하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-20하수수위60분현황.xlsx","19947","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-21하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-21하수수위60분현황.xlsx","19942","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-22하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-22하수수위60분현황.xlsx","20238","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-23하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-23하수수위60분현황.xlsx","20168","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-24하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-24하수수위60분현황.xlsx","20117","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-25하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-25하수수위60분현황.xlsx","20189","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-26하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-26하수수위60분현황.xlsx","20079","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-27하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-27하수수위60분현황.xlsx","20089","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-28하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-28하수수위60분현황.xlsx","20158","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-29하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-29하수수위60분현황.xlsx","20368","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-06-30하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-06-30하수수위60분현황.xlsx","20358","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-01하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-01하수수위60분현황.xlsx","20018","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-02하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-02하수수위60분현황.xlsx","20601","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-03하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-03하수수위60분현황.xlsx","20149","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-04하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-04하수수위60분현황.xlsx","20199","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-05하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-05하수수위60분현황.xlsx","20213","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-06하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-06하수수위60분현황.xlsx","20138","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-07하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-07하수수위60분현황.xlsx","20337","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-08하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-08하수수위60분현황.xlsx","20443","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-09하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-09하수수위60분현황.xlsx","20128","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-10하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-10하수수위60분현황.xlsx","20231","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-11하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-11하수수위60분현황.xlsx","19999","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-12하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-12하수수위60분현황.xlsx","20078","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-13하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-13하수수위60분현황.xlsx","20031","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
"reference\needs_mapping\sewer_level_hourly_gangnam_2023_2025\2024-07-14하수수위60분현황.xlsx","C:\2026_Mareungil\data\서울특별시 강남구_하수관로 수위현황_20250908\2024-07-14하수수위60분현황.xlsx","20030","multiyear_candidate","mapping_and_unit_required","Address columns require mapping to UNQ_NO; negative values and one 19.63 spike","NTFS hardlink"
